detection,pixels,snapshot,time
60,913,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_60.png,1775528437
56,915,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_56.png,1775528436
54,918,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_54.png,1775528435
52,921,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_52.png,1775528435
64,921,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_64.png,1775528437
50,924,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_50.png,1775528435
72,926,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_72.png,1775528439
51,935,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_51.png,1775528435
245,951,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_245.png,1775528538
66,956,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_66.png,1775528438
11,958,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_11.png,1775528774
23,959,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_23.png,1775528777
13,962,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_13.png,1775528775
12,964,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_12.png,1775528774
16,966,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_16.png,1775528775
1,967,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_1.png,1775528772
65,967,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_65.png,1775528438
9,968,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_9.png,1775528774
19,969,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_19.png,1775528776
22,969,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_22.png,1775528776
17,970,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_17.png,1775528775
14,971,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_14.png,1775528775
20,971,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_20.png,1775528776
21,971,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_21.png,1775528776
258,971,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_258.png,1775528540
7,973,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_7.png,1775528773
4,979,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_4.png,1775528773
10,979,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_10.png,1775528774
2,981,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_2.png,1775528772
15,982,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_15.png,1775528775
18,983,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_18.png,1775528776
8,989,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_8.png,1775528774
6,991,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_6.png,1775528773
3,992,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_3.png,1775528773
241,1002,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_241.png,1775528537
5,1011,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_5.png,1775528773
243,1068,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_243.png,1775528537
257,1082,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_257.png,1775528540
75,1083,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_75.png,1775528440
49,1126,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_49.png,1775528434
256,1129,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_256.png,1775528540
242,1135,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_242.png,1775528537
253,1139,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_253.png,1775528539
254,1142,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_254.png,1775528540
247,1168,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_247.png,1775528538
249,1179,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_249.png,1775528539
246,1187,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_246.png,1775528538
255,1193,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_255.png,1775528540
252,1218,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_252.png,1775528539
244,1228,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_244.png,1775528538
248,1270,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_248.png,1775528538
48,1326,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_48.png,1775528434
251,1352,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_251.png,1775528539
250,1370,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_250.png,1775528539
180,1895,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_180.png,1775528462
98,2474,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_98.png,1775528444
181,2550,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_181.png,1775528462
99,2675,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_99.png,1775528444
183,2760,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_183.png,1775528462
182,2783,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_182.png,1775528462
77,2812,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_77.png,1775528440
215,2821,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_215.png,1775528469
225,2825,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_225.png,1775528471
218,2838,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_218.png,1775528469
220,2839,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_220.png,1775528470
219,2842,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_219.png,1775528470
217,2843,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_217.png,1775528469
216,2844,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_216.png,1775528469
214,2846,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_214.png,1775528469
221,2847,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_221.png,1775528470
223,2852,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_223.png,1775528470
196,2856,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_196.png,1775528465
228,2863,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_228.png,1775528471
224,2865,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_224.png,1775528471
227,2866,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_227.png,1775528471
198,2870,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_198.png,1775528465
222,2870,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_222.png,1775528470
213,2873,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_213.png,1775528468
195,2876,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_195.png,1775528465
208,2877,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_208.png,1775528467
199,2879,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_199.png,1775528466
211,2881,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_211.png,1775528468
209,2885,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_209.png,1775528468
226,2886,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_226.png,1775528471
203,2887,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_203.png,1775528466
206,2887,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_206.png,1775528467
184,2888,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_184.png,1775528463
200,2890,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_200.png,1775528466
212,2891,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_212.png,1775528468
201,2893,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_201.png,1775528466
204,2894,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_204.png,1775528467
207,2894,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_207.png,1775528467
197,2897,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_197.png,1775528465
210,2899,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_210.png,1775528468
205,2900,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_205.png,1775528467
202,2901,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_202.png,1775528466
185,2902,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_185.png,1775528463
194,2908,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_194.png,1775528465
189,2914,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_189.png,1775528464
188,2928,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_188.png,1775528463
191,2929,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_191.png,1775528464
192,2930,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_192.png,1775528464
193,2940,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_193.png,1775528464
190,2941,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_190.png,1775528464
116,2943,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_116.png,1775528448
187,2943,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_187.png,1775528463
186,2950,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_186.png,1775528463
78,2955,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_78.png,1775528440
100,2956,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_100.png,1775528445
